vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,6089.506364810233,17111.852853508877,2,8513.662914437255,good,clear,coastal,Not Overloaded
heavy vehicle,5738.953177082901,18711.6120415485,1,9641.212641281556,good,clear,desert,Not Overloaded
4-wheeler 7-seater,2214.4540501952492,915.2703174839743,7,595.361367521776,poor,windy,urban,Overloaded
delivery vehicle,4669.804977882244,4283.9345224435765,1,5648.419060118515,good,foggy,suburban,Overloaded
2-wheeler,137.18892455613883,234.4042515508632,1,219.95934169433247,very poor,snowy,rural,Overloaded
heavy vehicle,8150.2212332130075,18048.841969142974,1,20583.527355485847,good,snowy,rural,Overloaded
heavy vehicle,5871.4958022661,18943.066083314843,1,10323.344448094076,excellent,clear,urban,Not Overloaded
4-wheeler 7-seater,1717.9252777401462,612.8936211599475,7,139.87091629763222,poor,foggy,urban,Overloaded
heavy vehicle,5766.350646956541,18779.745251104134,1,10394.156795847888,excellent,clear,desert,Not Overloaded
heavy vehicle,5277.8938184669305,16573.02254260976,2,8468.673979771742,good,windy,highway,Not Overloaded
4-wheeler 5-seater,1317.686578883055,599.6292977728845,5,319.00535681052406,excellent,windy,urban,Overloaded
heavy vehicle,6007.088611758772,19414.20938633621,1,11871.356580871892,good,clear,highway,Not Overloaded
2-wheeler,131.00219035239806,241.1922556053995,2,115.55856278265402,poor,clear,highway,Overloaded
heavy vehicle,6035.414132911612,14565.013417473823,1,7372.530109261793,good,clear,suburban,Not Overloaded
heavy vehicle,6565.790338761029,19087.147796259298,1,10122.66029419656,excellent,windy,suburban,Not Overloaded
heavy vehicle,6371.186275405695,16222.89550001206,2,9610.928012641849,excellent,clear,highway,Not Overloaded
2-wheeler,131.57043142182317,209.689843663594,1,163.07419917458765,poor,snowy,suburban,Overloaded
2-wheeler,137.8651805227089,172.86389619507406,1,126.04824052575611,good,windy,desert,Overloaded
4-wheeler 5-seater,1202.9242966750392,499.4980257165241,3,348.7460439829479,excellent,rainy,suburban,Overloaded
heavy vehicle,7307.413715872093,18205.460345141335,1,9317.113488934336,excellent,clear,rural,Not Overloaded
heavy vehicle,5480.663898040295,13962.076843459117,1,7119.397907898966,good,clear,highway,Not Overloaded
delivery vehicle,2662.50709864358,3168.8850439983435,1,4003.1744612556663,good,foggy,suburban,Overloaded
4-wheeler 5-seater,1004.3956485472379,637.5662588506221,5,402.65523381956103,excellent,rainy,coastal,Overloaded
heavy vehicle,5633.4476346421,19881.949834921208,2,10479.614696010445,average,clear,rural,Not Overloaded
4-wheeler 7-seater,1785.332165330884,908.2762574687254,1,1064.9013257418756,poor,snowy,highway,Overloaded
heavy vehicle,5385.730609833294,18485.257743024005,2,9826.389484803465,good,windy,suburban,Not Overloaded
heavy vehicle,5855.0092468487,11394.617338779477,2,13279.43666555272,very poor,rainy,desert,Overloaded
heavy vehicle,5053.123845413712,17802.03273389728,1,10464.111511997458,good,clear,rural,Not Overloaded
heavy vehicle,7969.383458798792,18170.269963102313,1,9063.130768718458,good,clear,highway,Not Overloaded
heavy vehicle,9200.14209118786,17523.457418108086,2,21020.352527627685,excellent,extreme,mountainous,Overloaded
heavy vehicle,5721.8176217320615,18287.304665665586,1,9932.916259535908,excellent,windy,urban,Not Overloaded
heavy vehicle,6704.1523505673595,10585.638406193928,1,14786.427447806047,average,rainy,suburban,Overloaded
2-wheeler,105.76413843816457,190.69739117651233,2,67.28226971601993,very poor,foggy,coastal,Overloaded
heavy vehicle,5436.513145454931,19143.27266370577,2,10354.472469941247,good,clear,highway,Not Overloaded
4-wheeler 7-seater,1591.2471228152342,860.2911402742486,1,889.1870782550625,average,rainy,urban,Overloaded
heavy vehicle,5050.979907951864,12828.555287449155,1,6380.8587489471265,average,clear,highway,Not Overloaded
heavy vehicle,5085.607169522841,14456.042419340618,2,7180.610105084419,average,clear,urban,Not Overloaded
heavy vehicle,9151.527556606172,17086.61876793825,1,21600.36219684916,good,windy,rural,Overloaded
delivery vehicle,4466.678382646657,3604.874228518392,1,4839.047956310788,excellent,extreme,urban,Overloaded
heavy vehicle,5573.878653733253,18738.343985800697,2,9319.066665956201,good,clear,highway,Not Overloaded
heavy vehicle,5673.229837618373,19410.65870460423,2,9846.535950825284,good,clear,desert,Not Overloaded
heavy vehicle,7309.20848413785,17485.511332631417,2,21035.61683121062,poor,foggy,highway,Overloaded
heavy vehicle,5117.772863022818,11631.2214233633,2,5997.142634416458,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,1532.7237902065165,669.8898410025149,2,599.1107084672685,very poor,extreme,highway,Overloaded
4-wheeler 5-seater,903.4739835245487,574.8427286165025,5,325.6134603985122,excellent,clear,coastal,Overloaded
4-wheeler 7-seater,2222.038752549022,986.7733680976442,2,1065.1148100243663,excellent,foggy,coastal,Overloaded
heavy vehicle,7609.6685183880545,12222.946738852092,1,14576.549370549395,average,windy,urban,Overloaded
delivery vehicle,3263.464685540827,3228.705008532256,1,4077.7992111635317,poor,snowy,highway,Overloaded
2-wheeler,110.31571471236659,160.1040430966614,1,117.95395149632188,average,windy,rural,Overloaded
heavy vehicle,5101.393208500347,18759.215923857355,2,9375.402164860177,good,clear,coastal,Not Overloaded
heavy vehicle,7143.188602366745,18686.123137724273,1,10071.728984466883,excellent,clear,urban,Not Overloaded
heavy vehicle,9689.744712560987,13008.351295482373,2,16476.71820991666,average,clear,suburban,Overloaded
heavy vehicle,6278.178885111813,17422.789626914797,1,9033.057895276936,good,clear,highway,Not Overloaded
heavy vehicle,5334.68463817493,19730.42476463783,1,10941.925706798309,average,windy,highway,Not Overloaded
2-wheeler,108.7622123873574,161.07890929103144,1,104.8199077746254,excellent,rainy,rural,Overloaded
heavy vehicle,5765.186774659405,18004.939968879822,2,10324.838710622098,good,clear,urban,Not Overloaded
heavy vehicle,5261.574769219807,19894.663243492578,2,10834.353025511151,excellent,clear,urban,Not Overloaded
heavy vehicle,5126.77670222836,17198.93420707975,1,9698.361374989156,excellent,windy,suburban,Not Overloaded
4-wheeler 7-seater,1734.8182236809241,800.7773255060855,5,528.7696862045412,good,foggy,suburban,Overloaded
heavy vehicle,5560.699384047294,15570.199179364314,2,8930.195543041968,excellent,clear,suburban,Not Overloaded
2-wheeler,197.2307280918381,225.82248789244255,2,102.26415600923683,excellent,rainy,highway,Overloaded
2-wheeler,112.82296044130845,161.7850771961456,1,133.8973805380336,average,snowy,urban,Overloaded
2-wheeler,135.33721677403292,210.31122145617525,1,176.45419268095853,average,foggy,suburban,Overloaded
4-wheeler 5-seater,1189.1236087045663,487.2504255826134,1,613.3925586713052,average,rainy,urban,Overloaded
heavy vehicle,6285.190895901595,19415.19328403619,2,10368.702527165498,excellent,clear,rural,Not Overloaded
heavy vehicle,5435.762523521209,19034.711726798705,2,10205.28197276002,excellent,windy,urban,Not Overloaded
heavy vehicle,5171.637535365706,19301.00354397254,1,11703.9793015442,average,clear,highway,Not Overloaded
4-wheeler 7-seater,2113.747254796156,636.6215745653747,7,188.85753610609606,good,extreme,mountainous,Overloaded
heavy vehicle,5233.85468237245,17149.292022347618,2,10231.413519944168,excellent,clear,rural,Not Overloaded
heavy vehicle,5808.935040616687,19590.603157962076,2,11130.335000236904,good,clear,suburban,Not Overloaded
heavy vehicle,5024.026183558323,18235.59289223387,2,9483.26997836656,good,windy,highway,Not Overloaded
4-wheeler 5-seater,1247.8045991806139,517.6305851752354,5,192.5225243009463,excellent,snowy,mountainous,Overloaded
heavy vehicle,5189.117197563608,19330.708651335688,1,11493.540083504,excellent,clear,suburban,Not Overloaded
heavy vehicle,5912.62913452298,17127.891056681096,1,9382.367670163854,average,clear,highway,Not Overloaded
2-wheeler,144.2970193743767,181.3458172174956,2,48.43826805558724,average,windy,suburban,Overloaded
heavy vehicle,8706.608732044291,18488.826358394588,2,21502.725228885367,excellent,rainy,suburban,Overloaded
4-wheeler 5-seater,1002.3038363209791,651.9999047665924,4,488.90318930997034,good,clear,suburban,Overloaded
4-wheeler 7-seater,2371.113654885319,676.4431934606062,5,376.14136397391877,average,extreme,coastal,Overloaded
heavy vehicle,11230.017375235186,13901.257840780327,2,17171.45049158074,excellent,snowy,desert,Overloaded
heavy vehicle,5190.453678196101,15315.05707295724,2,8383.838958687755,average,clear,highway,Not Overloaded
4-wheeler 5-seater,963.8869312393072,420.69817762610194,2,375.54701945292356,poor,windy,desert,Overloaded
4-wheeler 7-seater,1925.0552218919584,773.9310200290552,2,818.0941885896331,excellent,extreme,highway,Overloaded
4-wheeler 5-seater,889.795367315125,402.71146692858724,5,69.65989706294047,very poor,clear,coastal,Overloaded
heavy vehicle,6840.594205278208,19796.709726252608,2,10963.757412121122,good,clear,suburban,Not Overloaded
heavy vehicle,5508.164346740206,16960.18622657568,2,8468.805288442689,excellent,windy,suburban,Not Overloaded
heavy vehicle,7219.586967366509,19818.830201474106,1,10203.435447468799,average,clear,highway,Not Overloaded
heavy vehicle,6264.672571032404,16898.739979842638,1,8497.643739738738,good,clear,suburban,Not Overloaded
2-wheeler,147.46431472518108,161.5063361059745,1,105.0767312616853,very poor,windy,urban,Overloaded
4-wheeler 7-seater,1873.0807120720317,840.9501965302491,4,619.4739941009283,excellent,rainy,rural,Overloaded
heavy vehicle,5105.080241287726,19646.95450165971,2,9907.088007115652,excellent,windy,coastal,Not Overloaded
4-wheeler 5-seater,1462.4144978934194,475.4855081730159,1,553.8747362872504,excellent,foggy,suburban,Overloaded
4-wheeler 5-seater,1162.8187237478523,523.5751455177451,5,241.55196235512224,good,snowy,coastal,Overloaded
heavy vehicle,5325.094730675761,18131.400978404727,1,11497.925224795472,excellent,clear,suburban,Not Overloaded
heavy vehicle,7232.87137891006,16569.73448181639,2,22704.867117189384,average,extreme,suburban,Overloaded
4-wheeler 7-seater,2157.2242849779964,807.5998904152437,5,555.4712323626144,good,foggy,suburban,Overloaded
heavy vehicle,5226.431512566286,18701.166654670502,1,10219.83083235215,good,windy,suburban,Not Overloaded
heavy vehicle,5179.827287638637,19055.998416716277,1,11487.810147507651,excellent,clear,rural,Not Overloaded
4-wheeler 5-seater,1289.8600518197275,682.9490794350901,5,465.42328821881637,good,clear,suburban,Overloaded
heavy vehicle,10707.36895188975,13679.876645200451,1,16269.67544821289,average,rainy,suburban,Overloaded
4-wheeler 7-seater,2227.183761802382,727.6363990003476,2,820.4446826582256,good,clear,rural,Overloaded
heavy vehicle,7885.605155808798,13158.594383244013,2,16085.840111159621,good,clear,suburban,Overloaded
heavy vehicle,6959.741667705303,19876.10480897018,2,10404.326762540015,good,clear,urban,Not Overloaded
heavy vehicle,7080.075818412401,18193.358490980005,2,9188.577697588293,excellent,clear,rural,Not Overloaded
2-wheeler,132.83785946548818,153.9107404650419,2,16.153556364369212,average,snowy,coastal,Overloaded
2-wheeler,153.3049686169593,182.1142342200315,1,127.2228345228973,poor,clear,rural,Overloaded
heavy vehicle,6160.5625228886365,17055.62910719521,2,8658.150728416567,average,clear,highway,Not Overloaded
heavy vehicle,8100.77424431882,12590.975326665452,1,14828.040635226454,very poor,rainy,rural,Overloaded
heavy vehicle,6559.262807586046,17699.238949864033,1,10204.466548769327,excellent,clear,urban,Not Overloaded
heavy vehicle,5019.173116554241,19539.89890700511,1,12371.935387168649,excellent,clear,highway,Not Overloaded
heavy vehicle,5629.7974141409395,18811.77931092852,1,10209.527768167904,average,clear,suburban,Not Overloaded
heavy vehicle,6418.913819316854,8925.482052797417,2,12240.0541027515,excellent,snowy,coastal,Overloaded
4-wheeler 5-seater,1472.4744034682212,586.5349378744304,1,684.2452184146287,average,windy,coastal,Overloaded
4-wheeler 5-seater,1490.9519941317003,624.5180255950497,1,635.584120189526,excellent,extreme,highway,Overloaded
4-wheeler 5-seater,1320.262027198295,641.9138697087059,2,572.1686791942521,good,windy,desert,Overloaded
2-wheeler,176.06883922537344,169.68255609699025,1,124.90370095501473,excellent,rainy,urban,Overloaded
delivery vehicle,2855.7607706441636,4045.5369509449256,3,4766.990784106102,excellent,extreme,urban,Overloaded
heavy vehicle,5363.8515246821835,19858.543798681567,1,10246.146847504642,excellent,clear,coastal,Not Overloaded
heavy vehicle,5326.325820335102,19113.213927802473,2,10572.1082049817,excellent,clear,rural,Not Overloaded
4-wheeler 7-seater,1574.9400739123305,761.2444430139217,7,341.4047350672205,average,clear,mountainous,Overloaded
heavy vehicle,11968.803263705975,14218.814812278295,1,20859.468245098975,excellent,windy,highway,Overloaded
4-wheeler 5-seater,832.1912728889711,521.6006225025928,2,496.1322665568008,poor,snowy,coastal,Overloaded
heavy vehicle,5100.151234674228,17516.61206974974,2,8964.64427566487,good,rainy,highway,Not Overloaded
heavy vehicle,5333.381180880262,16015.06749647034,1,9577.113182014718,excellent,clear,urban,Not Overloaded
heavy vehicle,6085.3855648053395,18675.68030555841,2,9886.92769531514,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,2159.1173583436066,647.9176657255736,4,538.84477743379,good,foggy,urban,Overloaded
heavy vehicle,7472.191282986401,19497.02738667668,1,11364.304012386532,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,1432.4100436839735,500.89419769762094,2,448.25915105854887,good,snowy,suburban,Overloaded
delivery vehicle,3941.183642548761,2162.7906481031396,1,2644.203315159651,very poor,windy,coastal,Overloaded
delivery vehicle,3086.6619355476796,2718.156155707973,3,3677.424793041612,good,foggy,coastal,Overloaded
heavy vehicle,5442.18512294801,17578.26891804352,2,8767.371704370702,good,clear,highway,Not Overloaded
heavy vehicle,7040.0021099670175,16096.57941751408,2,8814.608029868534,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1202.9412345466637,477.7005254339722,5,189.86891432407734,good,windy,urban,Overloaded
4-wheeler 7-seater,1946.8616402746998,668.1574258464568,7,228.65108416817333,good,extreme,mountainous,Overloaded
heavy vehicle,5208.336136061293,13475.888687547487,1,7174.965335786366,good,clear,highway,Not Overloaded
2-wheeler,135.02915244658672,206.9042333597341,2,95.03454735055442,very poor,foggy,desert,Overloaded
heavy vehicle,11685.506987615077,12281.952461184861,1,14061.544659135392,excellent,windy,desert,Overloaded
heavy vehicle,8156.02701341435,17362.196102561975,2,8938.417388899434,excellent,clear,highway,Not Overloaded
heavy vehicle,5346.853915272665,19893.79538189242,2,12553.186829458395,good,clear,urban,Not Overloaded
2-wheeler,199.2191342688127,241.98714217335475,2,119.07037653996937,good,rainy,urban,Overloaded
heavy vehicle,10498.113892034882,9053.23499062645,1,10543.00406565766,poor,foggy,highway,Overloaded
heavy vehicle,5033.005337564695,16846.977366309562,2,8597.406567754153,average,clear,highway,Not Overloaded
4-wheeler 7-seater,1788.1353566926618,961.2992884468474,4,894.400220046263,average,foggy,suburban,Overloaded
4-wheeler 7-seater,2443.3466089780904,673.2331881389423,3,642.190288992874,average,windy,suburban,Overloaded
heavy vehicle,5495.888787329052,15678.742525728296,2,7781.8367047505235,excellent,windy,urban,Not Overloaded
heavy vehicle,5117.211958539238,16601.07844578201,1,10041.613005987841,good,clear,highway,Not Overloaded
heavy vehicle,7433.21750747796,10401.945282521492,2,13250.628922251817,excellent,foggy,highway,Overloaded
delivery vehicle,2973.194024393507,3276.6649801006056,3,3863.5864586729185,poor,foggy,coastal,Overloaded
4-wheeler 7-seater,2221.935608462867,970.9013058873157,4,840.9330361453586,good,rainy,desert,Overloaded
2-wheeler,117.15447625521512,169.25337525506174,1,134.2952988718705,average,foggy,desert,Overloaded
4-wheeler 7-seater,2065.8958984335886,698.7979053702567,1,700.566403850395,good,rainy,suburban,Overloaded
heavy vehicle,6920.425707587025,19717.427788209672,2,10586.527649561,good,clear,highway,Not Overloaded
heavy vehicle,5423.582233396505,15063.795370143647,2,8193.477066948975,good,clear,suburban,Not Overloaded
heavy vehicle,5269.621385114117,19259.974082997673,1,11280.151521838212,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2098.804088730366,965.875311087691,7,555.5465942631962,good,extreme,urban,Overloaded
delivery vehicle,4606.03834870764,4737.20512718293,3,6780.3106619134505,excellent,clear,coastal,Overloaded
heavy vehicle,5064.691658621874,17683.11940127738,1,8952.363746131896,excellent,snowy,highway,Not Overloaded
heavy vehicle,5242.761212381778,18346.83978945316,2,9711.297611505031,excellent,foggy,highway,Not Overloaded
heavy vehicle,8869.549960583518,14000.323694400413,2,16580.62129724753,good,windy,rural,Overloaded
2-wheeler,188.8444441271124,158.18407294432728,2,21.656963589075115,good,snowy,rural,Overloaded
heavy vehicle,10461.369360420898,18562.023675694694,1,21568.207396609203,very poor,snowy,highway,Overloaded
heavy vehicle,5732.011541105862,18236.10392968671,2,10480.531456896842,good,clear,highway,Not Overloaded
4-wheeler 7-seater,1656.2311355719119,949.0193558838531,5,730.3736050448775,excellent,foggy,coastal,Overloaded
heavy vehicle,5349.340953042966,17701.487296137922,2,8932.091053803557,excellent,clear,suburban,Not Overloaded
heavy vehicle,10139.840746690475,19621.978653924376,2,26302.82350538257,very poor,snowy,rural,Overloaded
2-wheeler,150.65601551303715,165.3271484788625,1,132.10772655935793,good,foggy,coastal,Overloaded
4-wheeler 7-seater,1999.7774690043902,622.120528497763,5,339.9506607792178,average,rainy,coastal,Overloaded
heavy vehicle,7055.367673690204,19958.02901907829,2,11437.555756675316,excellent,clear,urban,Not Overloaded
heavy vehicle,5061.73972610623,19773.318856484504,2,10672.161058685031,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1094.1006310026282,400.57817930839184,4,151.58723674669014,good,clear,coastal,Overloaded
heavy vehicle,5309.987310961331,17722.678522112154,1,9922.96789246312,excellent,windy,suburban,Not Overloaded
heavy vehicle,5073.490217457371,16553.215877785933,2,8651.744067888649,average,clear,rural,Not Overloaded
2-wheeler,139.0793681405039,178.57855065938173,1,137.64158375481935,very poor,snowy,urban,Overloaded
heavy vehicle,5049.799579156097,18165.9559555132,1,11962.064129912531,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1297.3988131571055,611.5702843702041,2,570.7201846529686,very poor,snowy,coastal,Overloaded
4-wheeler 5-seater,967.3581609405946,530.7013927308055,5,240.97786811376503,very poor,rainy,desert,Overloaded
delivery vehicle,2599.6235134181243,3224.295582014269,2,4507.316804990491,excellent,windy,coastal,Overloaded
heavy vehicle,5830.1371584884355,18287.702034913906,2,9961.158159844668,excellent,clear,coastal,Not Overloaded
heavy vehicle,5522.201834308323,16682.353220698926,1,8864.482423360147,good,clear,urban,Not Overloaded
heavy vehicle,6211.285162049986,17965.067978675568,2,10119.627095491973,excellent,clear,rural,Not Overloaded
heavy vehicle,5156.66888107847,19065.332226821974,1,9947.038205329416,excellent,clear,desert,Not Overloaded
heavy vehicle,5535.463638449788,15620.538974880514,1,7815.555793936909,good,clear,highway,Not Overloaded
heavy vehicle,5559.363217968432,19372.55996612579,1,9790.023643059143,excellent,clear,highway,Not Overloaded
heavy vehicle,5594.357251143424,17554.385501103618,1,9021.78881478606,excellent,windy,suburban,Not Overloaded
delivery vehicle,3806.103031295652,4315.181846205773,1,5925.747537332484,average,snowy,rural,Overloaded
heavy vehicle,5748.019939225432,18410.884968988787,1,10330.712769156557,excellent,clear,urban,Not Overloaded
2-wheeler,157.44944931894122,176.76685023062475,1,132.29424725790705,average,clear,mountainous,Overloaded
delivery vehicle,2801.527344578736,3109.106200938808,1,3345.5165013468168,very poor,clear,desert,Overloaded
heavy vehicle,5673.895060656314,18446.09339312333,2,10775.227025331931,excellent,clear,highway,Not Overloaded
heavy vehicle,5591.195412236478,16028.852697723514,1,8795.753733566822,excellent,clear,urban,Not Overloaded
heavy vehicle,5043.938680718952,19637.836795302093,2,10490.997372673326,excellent,clear,desert,Not Overloaded
heavy vehicle,11890.047265961666,13109.049439520782,2,19386.36661261142,average,rainy,rural,Overloaded
heavy vehicle,6460.127993555217,13530.865517874287,1,17894.960513052887,very poor,extreme,highway,Overloaded
4-wheeler 7-seater,2222.505811813918,600.2673686128797,6,224.57428150780854,excellent,snowy,suburban,Overloaded
4-wheeler 5-seater,1255.026094846419,518.4778030422335,3,459.02850911132873,average,windy,desert,Overloaded
delivery vehicle,4907.701758126443,2060.271881211614,2,2245.020675118384,poor,clear,urban,Overloaded
4-wheeler 7-seater,1567.7639969632373,940.7232518794056,5,768.8460231628446,very poor,rainy,suburban,Overloaded
heavy vehicle,6690.148099124509,19321.505261853337,2,10498.273370927373,excellent,clear,suburban,Not Overloaded
heavy vehicle,8123.457308640593,18347.971960741874,2,9304.755854856963,excellent,clear,highway,Not Overloaded
2-wheeler,132.34947528016514,197.11552359331844,2,75.1304151175157,excellent,clear,highway,Overloaded
heavy vehicle,5316.355295025338,17893.7477014056,2,9500.541101264167,good,clear,urban,Not Overloaded
4-wheeler 5-seater,1219.1565978753997,556.6479925106486,4,362.45537748227775,average,windy,rural,Overloaded
heavy vehicle,6997.593948556672,19425.862589682914,1,10500.597705778058,excellent,windy,highway,Not Overloaded
heavy vehicle,6259.294861451668,18982.392125463564,1,11177.386374787438,excellent,clear,suburban,Not Overloaded
heavy vehicle,10656.050547428938,18644.474204211474,2,21631.42566333684,very poor,windy,coastal,Overloaded
delivery vehicle,4648.37651116045,2047.790887756274,2,2274.244628201819,excellent,windy,urban,Overloaded
heavy vehicle,6583.244116400419,18497.350291219474,2,10091.190990549238,excellent,clear,rural,Not Overloaded
heavy vehicle,5810.643912070537,13138.736719586654,2,6747.517443946014,excellent,clear,suburban,Not Overloaded
delivery vehicle,4623.608003973826,4808.153911666281,2,6142.774836880537,good,foggy,urban,Overloaded
heavy vehicle,5083.673309482977,14203.221614981841,1,7270.321169963423,excellent,clear,urban,Not Overloaded
heavy vehicle,6859.4772715871395,17634.25916391384,2,8962.542936481079,excellent,clear,urban,Not Overloaded
delivery vehicle,3815.133747026435,4904.115375899153,1,5746.773054793533,excellent,clear,desert,Overloaded
4-wheeler 5-seater,1408.5072048048173,477.3350102676176,1,546.4727446147057,excellent,clear,highway,Overloaded
heavy vehicle,5343.165372147611,19836.029350784076,2,10482.572720544433,excellent,clear,desert,Not Overloaded
heavy vehicle,9288.563638754327,17248.523068780247,2,19550.018720162723,poor,clear,rural,Overloaded
4-wheeler 7-seater,2245.9758077324427,924.9711335722529,1,958.6077427541151,poor,extreme,urban,Overloaded
heavy vehicle,5773.804733839551,16771.842709023083,1,8452.65039275342,excellent,clear,desert,Not Overloaded
delivery vehicle,4694.72083093284,3985.446443361211,1,4734.3226370238435,excellent,snowy,desert,Overloaded
2-wheeler,137.47500674805218,168.4061954710514,1,124.82987678515416,good,extreme,suburban,Overloaded
heavy vehicle,10466.436511823853,19026.317153084863,2,26594.391601898344,excellent,extreme,suburban,Overloaded
2-wheeler,186.14076371582033,201.71254631335,1,188.68077517854468,poor,windy,rural,Overloaded
4-wheeler 5-seater,866.9161158915103,464.2163845109662,4,251.92825601867708,poor,extreme,urban,Overloaded
heavy vehicle,6631.426473957285,19686.066873314216,1,11295.163023866482,excellent,clear,suburban,Not Overloaded
heavy vehicle,5001.472466882372,18564.493336244257,2,9435.381048013893,average,rainy,highway,Not Overloaded
4-wheeler 5-seater,913.263938920802,447.828188505142,3,277.58944547536345,poor,snowy,coastal,Overloaded
heavy vehicle,5530.318309708756,18938.27798081297,2,9689.392182325779,excellent,foggy,highway,Not Overloaded
heavy vehicle,5158.165876193463,18375.169283544394,2,9609.832119832196,excellent,foggy,suburban,Not Overloaded
heavy vehicle,7892.1605626946875,19458.30022354913,2,10440.970089641853,excellent,clear,suburban,Not Overloaded
heavy vehicle,7294.874577202064,19600.61805463435,2,11275.670936788629,excellent,clear,highway,Not Overloaded
heavy vehicle,6416.205915719751,19367.156568563318,2,10188.285216117258,good,clear,rural,Not Overloaded
heavy vehicle,6578.695427121047,13035.292993522664,2,14929.109795609054,good,rainy,highway,Overloaded
4-wheeler 5-seater,890.3474031431956,512.2463481067894,5,220.53607904335433,poor,foggy,mountainous,Overloaded
4-wheeler 5-seater,1465.1249313290787,532.0161741677193,3,385.52463396017214,excellent,extreme,highway,Overloaded
heavy vehicle,6235.9474196494175,16686.150062698933,1,8721.80939373251,good,clear,urban,Not Overloaded
heavy vehicle,5492.0078769211505,13175.274576767453,2,6519.216112836607,excellent,clear,urban,Not Overloaded
4-wheeler 7-seater,2386.9520942183826,641.0039228927867,3,478.96816066962197,excellent,rainy,desert,Overloaded
heavy vehicle,5031.977678075444,16715.081663687226,2,9656.877856948153,good,clear,highway,Not Overloaded
heavy vehicle,5898.890343831708,19642.828893549966,1,11397.282243578318,excellent,windy,highway,Not Overloaded
heavy vehicle,6692.622083293413,18599.336983485227,1,24157.653599935213,poor,rainy,suburban,Overloaded
heavy vehicle,7942.228444446342,15296.224294795364,2,16996.10071259195,poor,extreme,urban,Overloaded
heavy vehicle,6567.079170129542,16954.88849063148,2,8562.286007635958,good,clear,highway,Not Overloaded
heavy vehicle,5160.706939827773,19537.777098979444,2,10822.604264737825,excellent,windy,highway,Not Overloaded
2-wheeler,198.38022141076954,233.77460877953513,2,104.9971606166965,excellent,foggy,mountainous,Overloaded
heavy vehicle,8192.466933207368,13690.701692344053,2,16103.64246514574,good,windy,highway,Overloaded
4-wheeler 5-seater,1151.3179148289648,588.0045529469496,1,685.8349531148266,average,extreme,suburban,Overloaded
4-wheeler 7-seater,1907.5796578250229,691.141564646999,7,291.6619385510936,poor,windy,urban,Overloaded
heavy vehicle,5180.2457219649295,17735.891281707947,2,9157.270542894395,average,windy,highway,Not Overloaded
delivery vehicle,3715.0024943411736,2266.2697361484043,3,2739.647395977222,very poor,foggy,rural,Overloaded
2-wheeler,164.43490524129345,239.07822876769904,2,124.03662643033284,good,clear,urban,Overloaded
4-wheeler 7-seater,2124.647085252671,670.2760521352811,6,355.8668027589189,very poor,foggy,mountainous,Overloaded
heavy vehicle,5147.541385768372,19749.166533466087,1,10087.09654130233,good,clear,urban,Not Overloaded
heavy vehicle,5067.252078831191,19275.83924853835,2,10244.522135232606,excellent,windy,rural,Not Overloaded
heavy vehicle,5291.540508148173,16798.415704188657,1,10810.040828772273,excellent,clear,highway,Not Overloaded
2-wheeler,178.02680991225984,177.34630559381986,1,126.95599705030125,poor,windy,desert,Overloaded
4-wheeler 7-seater,2321.439913379405,905.9784528310535,5,701.3048434580289,average,snowy,highway,Overloaded
heavy vehicle,5115.793072084657,14199.570263028767,1,7203.189142760258,excellent,windy,highway,Not Overloaded
heavy vehicle,10907.311239704753,13271.345437254455,1,17662.308751284527,good,clear,desert,Overloaded
4-wheeler 7-seater,1993.659707182354,964.5379502613905,1,1203.9681836995942,average,snowy,desert,Overloaded
heavy vehicle,6489.19925738056,18203.49104783898,1,9684.003735444103,good,clear,highway,Not Overloaded
4-wheeler 5-seater,1388.6218223769383,471.5842851637298,2,477.3920103448716,excellent,rainy,urban,Overloaded
heavy vehicle,6426.394491161431,16326.690711083678,1,8231.63966764867,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,1741.116435253713,972.8734036346782,1,1277.5803548185365,excellent,windy,desert,Overloaded
heavy vehicle,5825.9384912241,18938.321682561414,1,9646.42168047772,poor,clear,highway,Not Overloaded
heavy vehicle,5013.631376829719,17793.49167970854,1,11620.83295828368,excellent,clear,suburban,Not Overloaded
heavy vehicle,5244.43984720998,17581.696339320453,1,9353.627026960334,excellent,clear,rural,Not Overloaded
2-wheeler,101.81773312876236,206.33946021335072,1,162.8133564321663,very poor,clear,rural,Overloaded
heavy vehicle,5833.286974527444,18794.406700740205,2,11071.450277628865,excellent,windy,highway,Not Overloaded
heavy vehicle,6496.097517892722,17190.108192352127,2,8787.370273712517,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,1763.93469872046,998.7102770577839,7,665.3915597830185,poor,clear,highway,Overloaded
heavy vehicle,5450.549812517925,19487.69665110012,1,10227.56609865146,excellent,windy,urban,Not Overloaded
